conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1.81318E+18,Tue Jul 16 12:04:38 +0000 2024,0,Pusat Studi Warisan Ibrahim untuk Perdamaian (RAHIM) diminta untuk mencopot logo lembaga NU dari website resminya karena telah mencatut tanpa persetujuan Pengurus Besar Nahdlatul Ulama (PBNU). Talk bersama Sekjen PBNU Saifullah Yusuf https://t.co/zFo9T08ELK #ElshintaPodcast,1.81318E+18,,,in,,0,0,0,https://x.com/RadioElshinta/status/1813182953922699548,121640063,RadioElshinta
1.81318E+18,Tue Jul 16 11:58:43 +0000 2024,1,PBNU menyampaikan permohonan maaf kepada masyarakat Indonesia atas pertemuan lima kadernya dengan Presiden Israel Isaac Herzog. Tonton selengkapnya: https://t.co/64fGBAGPR6 https://t.co/tkmS9QT1Ll,1.81318E+18,https://pbs.twimg.com/ext_tw_video_thumb/1813181397282267136/pu/img/OKz7ABj60sNM480-.jpg,,in,NKRI,0,0,0,https://x.com/antaranews/status/1813181464256893091,18071520,antaranews
1.81318E+18,Tue Jul 16 11:57:14 +0000 2024,31,Sebuah serangan udara Israel membidik sekelompok warga sipil di utara Gaza. Menargetkan sekelompok warga di dekat bundaran Sheikh Zayed di Gaza utara Netanyahu United PBNU #FreePalestine https://t.co/ClwGaoa0Ze,1.81318E+18,https://pbs.twimg.com/ext_tw_video_thumb/1813180253629784064/pu/img/T8iVlDr1QqqIa2_S.jpg,,in,Kutub Selatan,2,7,20,https://x.com/C_D3pp/status/1813181094306717762,1.40475E+18,C_D3pp
1.81318E+18,Tue Jul 16 11:56:27 +0000 2024,0,Karena ketahuan mata kamera Coba kalau misi mereka berhasil dan mendapatkan hasil dari Setan Nyahu mereka akan di anggap generasi muda peduli PBNU https://t.co/YpylR8uJbO,1.81318E+18,https://pbs.twimg.com/media/GSm2aYdbIAEaj4s.jpg,,in,,0,0,1,https://x.com/farel_suda24992/status/1813180895886778472,1.67296E+18,farel_suda24992
1.81312E+18,Tue Jul 16 11:56:12 +0000 2024,1,@nu_online Gus Yahya apa Gus Yaya yg di mksd ketua umum PBNU.. min. Ngetik nya santai aja min jgn terburu-buru..,1.81318E+18,,nu_online,in,,0,0,0,https://x.com/maliky_yusup/status/1813180831743287768,1.60086E+18,maliky_yusup
1.81318E+18,Tue Jul 16 11:56:11 +0000 2024,0,Halaah.... merasa dicatut? Itu kan niru gus yahya staquf yg pernah ke sana bos... Merasa Dicatut PBNU Minta Organisasi RAHIM Copot Logo NU https://t.co/NIEKYVcpvt,1.81318E+18,,,in,,0,0,0,https://x.com/jari_droid/status/1813180827293085947,1.48663E+18,jari_droid
1.81318E+18,Tue Jul 16 11:55:01 +0000 2024,1,Cek dulu @PBNU_164 ,1.81318E+18,,,in,"DKI Jakarta, Indonesia",0,0,0,https://x.com/WongDes90513142/status/1813180536292270385,1.24173E+18,WongDes90513142
1.81302E+18,Tue Jul 16 11:54:37 +0000 2024,0,@tvOneNews Cek PBNU https://t.co/SIautmY4XD,1.81318E+18,,tvOneNews,in,,0,0,0,https://x.com/AriefSW1998/status/1813180434047729968,1.51136E+18,AriefSW1998
1.81318E+18,Tue Jul 16 11:54:20 +0000 2024,0,Kalau belum cukup umur hrusnya rambut dibawah belum ada Ngelawak aje ketua pbnu. Yg begini kok jdi ketua ,1.81318E+18,,,in,"DKI Jakarta, Indonesia",0,0,0,https://x.com/WongDes90513142/status/1813180362488750149,1.24173E+18,WongDes90513142
1.81318E+18,Tue Jul 16 11:54:02 +0000 2024,2,Terus orang-orang PBNU masih bisa ngomong begini? ️ Malu kepada kemanusiaan dan Allah mana HOI? DASAR MUNAFIK! Netanyahu United it's real! https://t.co/9Z6Wr7J33c,1.81318E+18,https://pbs.twimg.com/media/GSm13I1acAA3XC-.jpg,,in,with Allah SWT,0,0,0,https://x.com/gearcloudy/status/1813180286689288521,1.63182E+18,gearcloudy
1.81318E+18,Tue Jul 16 11:53:59 +0000 2024,0,5 Nahdliyin Bertemu Presiden Israel Atas Nama Pribadi PBNU Sampaikan Maaf Perlu saya sampaikan di sini kebijakan PBNU mengenai engagement/hubungan kerjasama kelembagaan dan lain sebagainya baik di lingkup domestik nasional ataupun internasional... https://t.co/Ox6MwtwBx1,1.81318E+18,,,in,,0,0,0,https://x.com/g_mudanusantara/status/1813180273988694199,1.14108E+18,g_mudanusantara
1.81318E+18,Tue Jul 16 11:53:41 +0000 2024,0, sebagai generasi muda NU kami mengecam tindakan 5 orang tsb. PBNU akan menindaklanjuti dengan tegas atas permasalah ini agar tidak terjadi hal seperti ini lagi. kami mewakili anggota PBNU mohon maaf yang sebesar-besarnya atas kericuhan yang terjadi butuh admin baru ga?,1.81318E+18,,,in,"East Java, Indonesia",0,0,0,https://x.com/erinadq_/status/1813180200005607558,1.12311E+18,erinadq_
1.81281E+18,Tue Jul 16 11:53:39 +0000 2024,0,@Generasi_MudaNU Karena mereka ketahuan mata kamera dijawab bukan mewakili PBNU Kalau mereka dapat uang dari Setan Nyahu dijawab...mereka generasi muda yang peduli PBNU https://t.co/d1iWlRdmvW,1.81318E+18,https://pbs.twimg.com/media/GSm1xUja8AAFisx.jpg,Generasi_MudaNU,in,,0,0,0,https://x.com/farel_suda24992/status/1813180190539063538,1.67296E+18,farel_suda24992
1.81306E+18,Tue Jul 16 11:53:35 +0000 2024,1,@NUgarislucu Rasah Ngeles ! Kan kebukti yang berangkat ke israel dari tahun tahun sebelumnya juga dari NU Akeh foto seng kesebar rasah pura pura ra ngerti Opo meneh alasan ketua PBNU jare kader re durung cukup umur Guyon opo piye wes gede bangkotan kok je,1.81318E+18,,NUgarislucu,in,,0,0,1,https://x.com/AyuBlossom1/status/1813180172818084032,1.50189E+18,AyuBlossom1
1.81281E+18,Tue Jul 16 11:52:44 +0000 2024,0,@PeelotV @slump_76 @benkbenkkkkk @Generasi_MudaNU @muhammadiyah @PBNU_164 Dari jaman kakekmu belum sunat NU sudah konsisten bela Palestina,1.81318E+18,,PeelotV,in,"Islamabad, Pakistan",0,2,0,https://x.com/Arivrahmanovic/status/1813179962528309502,1.50769E+18,Arivrahmanovic
1.81281E+18,Wed Jul 17 02:45:06 +0000 2024,0,@Generasi_MudaNU Justru yg perlu dipertanyakan adalah sikap PBNU. Gusdur sudah jelas arahnya yaitu membuka hubungan dengan Israel. Yang punya NU itu Gusdur atau bukan? Kalau tidak mau mengikuti langkah Gusdur tidak usah jadi bagian dari NU. Keluar saja da,1.8134E+18,,Generasi_MudaNU,in,Republik Indonesia,0,0,0,https://x.com/dionopiterianto/status/1813404531721457749,1.32758E+18,dionopiterianto
1.8134E+18,Wed Jul 17 02:44:57 +0000 2024,0,mending siap2 nonton film dulu buy 1 get 1... yati onad muhammadiyah pbnu ntar aja bahas nya ,1.8134E+18,,,in,klo ndak di depan laptop ya PC,0,0,0,https://x.com/babu13meong/status/1813404492567834681,1.50741E+18,babu13meong
1.81317E+18,Wed Jul 17 02:44:01 +0000 2024,0,@Metro_TV PBNU GRnya bukan main di deketin NGO Israel.. Baru di deketin saja sudah GR,1.8134E+18,,Metro_TV,in,"Denpasar Selatan, Indonesia",0,0,0,https://x.com/civil_cociety/status/1813404257917538470,7.40397E+17,civil_cociety
1.81338E+18,Wed Jul 17 02:43:47 +0000 2024,0,@ObiWan_Catnobi ribet sekalian aja boikot PBNU,1.8134E+18,,ObiWan_Catnobi,in,,0,0,0,https://x.com/fdkfsrh/status/1813404200501670352,1.60357E+18,fdkfsrh
1.81308E+18,Wed Jul 17 02:41:04 +0000 2024,0,@AfifFuadS @suaradotcom makanya bales pake prestasi yg positif bukan hal negatif mulu yg viral di PBNU. bukannya berkaca malah kejang2 playing victim udah kaya wahabi ,1.8134E+18,,AfifFuadS,in,,0,0,0,https://x.com/Execration66/status/1813403516763078743,9.36915E+17,Execration66
1.81281E+18,Wed Jul 17 02:40:56 +0000 2024,0,@Arivrahmanovic @AlAlghazza @Generasi_MudaNU @muhammadiyah @PBNU_164 iye kg bela israhell Emang gw bilamg cuman @muhammadiyah gitu ?? Gw bilang kan udah banyak ngasi donasi Loe aja yg botol ...LOL,1.8134E+18,,Arivrahmanovic,in,,0,0,0,https://x.com/slump_76/status/1813403485058331090,1.68732E+18,slump_76
1.81281E+18,Wed Jul 17 02:40:05 +0000 2024,0,@Generasi_MudaNU Kalo memang bukan mewakili PBNU ya ditindaklanjuti dong. Masa iya organisasi SEBESAR NU ga bisa menertibkan anggotanya?? Bubarin kajian aja bisa lhooo. Nyatanya orang2 itu bukan 'orang biasa' kan di NU??,1.8134E+18,,Generasi_MudaNU,in,"Central Java, Indonesia",0,0,0,https://x.com/RosaSusant/status/1813403267533271363,251006144,RosaSusant
1.81334E+18,Wed Jul 17 02:36:07 +0000 2024,0,@ommi_siregar BUBARKAN PBNU Tak Perlu Lagi ada Ormas Islam Seperti NU Yg Membuat rasa malu umat Islam Indonesia di mata Dunia dimana NU tlah bersekutu dgn Penjajah zionis Israel Pengkhianatan ini tak dapat di maafkan.,1.8134E+18,,ommi_siregar,in,,0,0,0,https://x.com/AryaPratam8468/status/1813402272283705654,1.68488E+18,AryaPratam8468
1.81333E+18,Wed Jul 17 02:35:20 +0000 2024,0,@NovalAssegaf Logikanya bisa jadi yang sekarang ke israel kelak akan jadi ketua PBNU.,1.8134E+18,,NovalAssegaf,in,"Lamongan, Indonesia",0,0,0,https://x.com/farihinsaja/status/1813402075134632319,8.06072E+17,farihinsaja
1.8134E+18,Wed Jul 17 02:33:28 +0000 2024,0,3 kata lucu BELUM CUKUP UMUR hadeh. 5 anggota PBNU udah tua bangka begitu dikata belom cukup umur https://t.co/JG1yFEtSo5,1.8134E+18,https://pbs.twimg.com/media/GSp_JeyacAE-2ul.jpg,,in,,0,0,0,https://x.com/melovesatp/status/1813401603074118127,1.67509E+18,melovesatp
1.81325E+18,Wed Jul 17 02:31:17 +0000 2024,0,@vanc1Bozz @nahdlatululama @jokowi Loh sy nda tau...tanyakan saja pd pbnu... ,1.8134E+18,,vanc1Bozz,in,kab.tangerang,0,0,0,https://x.com/sitiais10773445/status/1813401052986888422,1.54358E+18,sitiais10773445
1.8134E+18,Wed Jul 17 02:31:10 +0000 2024,0,Jokowi Enggan Komentar Banyak Soal Nahdliyin Temui Presiden Israel: Tanya Saja ke PBNU Sikap Pemerintah Jelas Sesuai UUD 45 https://t.co/mIT5diJSwb,1.8134E+18,,,in,Jakarta,0,0,0,https://x.com/Kilat_com/status/1813401024486584491,174631261,Kilat_com
1.81317E+18,Wed Jul 17 02:30:10 +0000 2024,0,@DedikPriyanto @jilulisme Ra sah ngagas mobilisasi lima nahdliyin itu yg mengundang massa untuk ngerujak NU. Mbok muhasabah ngono lho merenung opo PBNU ki wis kakean mangan duit ra bener . Ojo nggaya ky keturunan e Kyai Shiddiq yg bisa merasakan rejeki yg,1.8134E+18,https://pbs.twimg.com/ext_tw_video_thumb/1813400739827617793/pu/img/5YkC8EVFGtGEBBbo.jpg,DedikPriyanto,in,,0,0,0,https://x.com/AIM_1N/status/1813400772463452547,59363988,AIM_1N
1.8134E+18,Wed Jul 17 02:30:00 +0000 2024,1,Ada perbedaan kunjungan antara yang dilakukan 5 nahdliyin ke Israel dengan apa yang dilakukan Ketua Umum PBNU Yahya Cholil Staquf alias Gus Yahya pada 2018. https://t.co/gRA2E9K10e,1.8134E+18,https://pbs.twimg.com/ext_tw_video_thumb/1813383380660297729/pu/img/OYZY68ctpMr-TZUB.jpg,,in,,0,0,1,https://x.com/detikcom/status/1813400731522564381,69183155,detikcom
1.8134E+18,Wed Jul 17 02:14:10 +0000 2024,0, Tanyakan Ke PBNU Sikap Kita Jelas Respons Jokowi Soal Aktivis NU Temui Presiden Israel https://t.co/S88gWeQiFD,1.8134E+18,,,in,Semarang,0,0,0,https://x.com/tribunjateng/status/1813396745617019019,263711825,tribunjateng
1.81314E+18,Wed Jul 17 02:12:32 +0000 2024,0,@Hilmi28 Kenapa pernyetaan resmi PBNU juga ga dikutip ? Padahal jelas PBNU jg menyesalkan hal ini terjadi,1.8134E+18,,Hilmi28,in,"Sampang, Indonesia",0,0,0,https://x.com/IyasMuhammad_/status/1813396337658110361,182885232,IyasMuhammad_
1.81281E+18,Wed Jul 17 02:12:08 +0000 2024,0,@Generasi_MudaNU Wkwkwk.. Kayaknya ketum PBNU tahun 2017 jg melakukan hal yg samaemg dari akar sampai pucuk kayaknya sama ,1.8134E+18,,Generasi_MudaNU,in,,0,0,0,https://x.com/3GFAsy0EiHH8Ozf/status/1813396235761729798,9.44928E+17,3GFAsy0EiHH8Ozf
1.8132E+18,Wed Jul 17 02:11:52 +0000 2024,0,@tempodotco @korantempo Setali tiga uang Pertemuan Yahya PBNU dengan B Netanyahu https://t.co/3umdr5XFIu,1.8134E+18,,tempodotco,in,bumi Allaah,0,0,0,https://x.com/ArRayah43832329/status/1813396166731821171,1.56606E+18,ArRayah43832329
1.81323E+18,Wed Jul 17 02:11:39 +0000 2024,0,@nu_online Wahai PBNU- Pecat. Tidak payah guna klarifikasi capek-capek. Malulah sama Pendiri NU.,1.8134E+18,,nu_online,in,Jawa Timur,0,0,0,https://x.com/Muhamma65051169/status/1813396114005164139,1654778292,Muhamma65051169
1.8134E+18,Wed Jul 17 02:10:34 +0000 2024,0,Geger 5 Tokoh Nahdliyin Temui Presiden Israel Bikin PBNU dan Jokowi Angkat Bicara https://t.co/rP1lEvinNh https://t.co/uLsFFn1O9Y,1.8134E+18,https://pbs.twimg.com/media/GSp56Jza0AAyLbZ.jpg,,in,"Jakarta, Indonesia",0,0,0,https://x.com/Bisniscom/status/1813395841937494086,118646322,Bisniscom
1.8134E+18,Wed Jul 17 02:10:00 +0000 2024,2,PBNU menyampaikan permintaan maaf usai Nahdliyin temui Presiden Israel Isaac Herzog. PBNU juga mengungkap 'dalang' di balik terjadinya pertemuan itu. Siapa? https://t.co/aQqvtQV3Z7,1.8134E+18,,,in,,0,4,1,https://x.com/detikcom/status/1813395697649246224,69183155,detikcom
1.81281E+18,Wed Jul 17 02:09:59 +0000 2024,0,@davidhermansyah @Generasi_MudaNU Musuh yg ga sepemahaman aja krn ngga se moderat orang2 PBNU ngga seluwes tokoh PBNU dan ngga sekaliber petinggi PBNU. Terutama Pendukung Khilafah dan Wahabi.. Untuk Israel masih bisa diajak diskusi dan ada manfaat lain. T,1.8134E+18,https://pbs.twimg.com/media/GSp5FMzbgAER30p.jpg,davidhermansyah,in,,0,1,0,https://x.com/CollabsMagneto/status/1813395695182999585,1.66611E+18,CollabsMagneto
1.8134E+18,Wed Jul 17 02:09:34 +0000 2024,1,Pernyataan Lengkap Ketua Umum PBNU soal 5 Kader NU Bertemu Presiden Israel https://t.co/ANMpMA9Gic #News,1.8134E+18,,,in,Jakarta,0,1,0,https://x.com/liputan6dotcom/status/1813395589952131375,47596019,liputan6dotcom
1.81316E+18,Wed Jul 17 02:07:25 +0000 2024,0,@geloraco Manusia ketika kebanyakan makan uang haram hatinya akan keras. Bebal ketika dikritik/diberi nasihat. Sudah banyak terbukti dari buzzer2 PBNU yang alih2 introspeksi tapi malah menuduh mobilitas,1.8134E+18,,geloraco,in,,0,0,0,https://x.com/Djiamput1/status/1813395049415418055,1.21076E+18,Djiamput1
1.81339E+18,Wed Jul 17 02:06:01 +0000 2024,1,Poin-poin Respons PBNU soal 5 Kader Temui Presiden Israel https://t.co/b0hnpn8Www,1.81339E+18,,,in,,0,0,0,https://x.com/CNNIndonesia/status/1813394696234004822,17128975,CNNIndonesia
1.81339E+18,Wed Jul 17 02:06:00 +0000 2024,0,Hari Anak Nasional 2024 di Jayapura anak terlindungi dan Indonesia maju Hari anak nasional #harianaknasional #HAN #anak #jayapura Jayapura papua PBNU Shakira Dingin copa amerika euro bola pagiii surabaya https://t.co/yaj0If3pFn,1.81339E+18,https://pbs.twimg.com/media/GSp43HHacAAwjCb.jpg,,in,,0,0,0,https://x.com/Aelya1870183265/status/1813394691112796356,1.64924E+18,Aelya1870183265
1.81339E+18,Wed Jul 17 02:05:31 +0000 2024,0,Tahapan pilkada serentak 2024 KPU mutakhirkan Sirekap Pilkada agar lebih mantap #pemiludamai #politikdamai #politik #damai #Pemilu 2024 #viral #viralpost #kpu #mk #dpr PBNU Shakira Dingin copa amerika euro bola pagiii surabaya https://t.co/7Anpi5wr2G,1.81339E+18,https://pbs.twimg.com/media/GSp4wGEbcAAjvaw.jpg,,in,,0,0,0,https://x.com/Aelya1870183265/status/1813394571432517922,1.64924E+18,Aelya1870183265
1.81339E+18,Wed Jul 17 02:05:31 +0000 2024,0,Stop Judi Online efeknya bikin depresi hingga jadi gila #berantasjudionline #judionlinebikinmiskin #judionline Judi Online PBNU Shakira Dingin copa amerika euro bola pagiii surabaya https://t.co/i3BZAOcWnJ,1.81339E+18,https://pbs.twimg.com/media/GSp4wEwbYAAVkGx.jpg,,in,,0,0,0,https://x.com/Aelya1870183265/status/1813394571197575344,1.64924E+18,Aelya1870183265
1.81339E+18,Wed Jul 17 02:05:15 +0000 2024,0,Terlalu kata Nicolas Cage menyikapi Netanyahu United sejumlah orang PBNU yang malah mendukung Israel melakukan genosida di Palestina. Sangat paradoks dengan Pancasila dan UUD 1945. Ini adalah tragedi hello @jacksonhinklle https://t.co/xFlyL6wbFC,1.81339E+18,https://pbs.twimg.com/ext_tw_video_thumb/1813394309275938816/pu/img/W8yI_SB1rTuO-BRE.jpg,,in,Indonesia,0,0,0,https://x.com/DKYLBcom/status/1813394501907653101,1.60804E+18,DKYLBcom
1.81283E+18,Wed Jul 17 02:05:06 +0000 2024,0,@duniabulat5 @Hamaspesek Ngawur lu kalo diplomasi pasti ada perintah. Presiden gak nyuruh PBNU tidak tau. Fix 5 tokoh itu pro Israel. Penghianat,1.81339E+18,,duniabulat5,in,,0,1,0,https://x.com/sobandi48/status/1813394464590971096,1.68093E+18,sobandi48
1.81339E+18,Wed Jul 17 02:05:03 +0000 2024,0,Hari Anak Nasional 2024 di Jayapura anak terlindungi dan Indonesia maju Hari anak nasional #harianaknasional #HAN #anak #jayapura Jayapura papua PBNU Shakira Dingin copa amerika euro bola pagiii sulsel https://t.co/JOdv5fW6mk,1.81339E+18,https://pbs.twimg.com/media/GSp4pSvaoAAgaw5.jpg,,in,,0,0,0,https://x.com/Mitadwiku/status/1813394453257965589,1.7812E+18,Mitadwiku
1.81339E+18,Wed Jul 17 02:04:55 +0000 2024,0,Stop Judi Online efeknya bikin depresi hingga jadi gila #berantasjudionline #judionlinebikinmiskin #judionline Judi Online PBNU Shakira Dingin copa amerika euro bola pagiii sulsel https://t.co/7S4zCIe65z,1.81339E+18,https://pbs.twimg.com/media/GSp4nTYaMAAS-Px.jpg,,in,,0,0,0,https://x.com/Mitadwiku/status/1813394419594428926,1.7812E+18,Mitadwiku
1.81339E+18,Wed Jul 17 02:04:46 +0000 2024,0,@cholilnafis Mumpung masih rame. Sangat sayang kalau tidak ikut meramaikan. Gitu ya Pak? Apa tujuan status ini atas sesuatu yang sudah disikapi secara final oleh PBNU?,1.81339E+18,,cholilnafis,in,,0,0,0,https://x.com/achmadnas99/status/1813394380860080485,1.61789E+18,achmadnas99
1.81339E+18,Wed Jul 17 02:04:45 +0000 2024,0,Tahapan pilkada serentak 2024 KPU mutakhirkan Sirekap Pilkada agar lebih mantap #pemiludamai #politikdamai #politik #damai #Pemilu 2024 #viral #viralpost #kpu #mk #dpr PBNU Shakira Dingin copa amerika euro bola pagiii sulsel https://t.co/sL2bkUAXt2,1.81339E+18,https://pbs.twimg.com/media/GSp4k9ibAAA30kh.jpg,,in,,0,0,0,https://x.com/Mitadwiku/status/1813394378771341754,1.7812E+18,Mitadwiku
1.81339E+18,Wed Jul 17 02:04:15 +0000 2024,0,Publik Kecam Pertemuan Kontroversial Nahdliyin dengan Presiden Israel PBNU Angkat Bicara https://t.co/ja2GgVWV0D,1.81339E+18,,,in,"Jawa Barat, Indonesia",0,0,0,https://x.com/PRMNMataBandung/status/1813394253432910170,158297951,PRMNMataBandung
1.81339E+18,Wed Jul 17 02:04:14 +0000 2024,2,Badan Pengembangan Jaringan Internasional PBNU Kecam Kunjungan 5 Nahdliyin ke Israel via @arrahmah https://t.co/o7MP0Dasau,1.81339E+18,,,in,Jakarta - Indonesia,0,0,2,https://x.com/arrahmah/status/1813394246822715647,43872781,arrahmah
1.81339E+18,Wed Jul 17 02:04:01 +0000 2024,0,Hari Anak Nasional 2024 di Jayapura anak terlindungi dan Indonesia maju Hari anak nasional #harianaknasional #HAN #anak #jayapura Jayapura papua PBNU Shakira Dingin copa amerika euro bola pagiii padang https://t.co/b4l7OGwU5a,1.81339E+18,https://pbs.twimg.com/media/GSp4aL3agAA5F9P.jpg,,in,,0,0,0,https://x.com/vernandouda/status/1813394193596977502,1.70151E+18,vernandouda
1.81339E+18,Wed Jul 17 02:03:50 +0000 2024,0,Stop Judi Online efeknya bikin depresi hingga jadi gila #berantasjudionline #judionlinebikinmiskin #judionline Judi Online PBNU Shakira Dingin copa amerika euro bola pagiii padang https://t.co/nupQLZ6vlR,1.81339E+18,https://pbs.twimg.com/media/GSp4XgaagAA2lwH.jpg,,in,,0,0,0,https://x.com/vernandouda/status/1813394147656790329,1.70151E+18,vernandouda
1.81339E+18,Wed Jul 17 02:03:42 +0000 2024,0,Tahapan pilkada serentak 2024 KPU mutakhirkan Sirekap Pilkada agar lebih mantap #pemiludamai #politikdamai #politik #damai #Pemilu 2024 #viral #viralpost #kpu #mk #dpr PBNU Shakira Dingin copa amerika euro bola pagiii padang https://t.co/x3u61fVoY7,1.81339E+18,https://pbs.twimg.com/media/GSp4VUFaQAAoJ38.jpg,,in,,0,0,0,https://x.com/vernandouda/status/1813394111556411788,1.70151E+18,vernandouda
1.81339E+18,Wed Jul 17 02:03:18 +0000 2024,0,Tahapan pilkada serentak 2024 KPU mutakhirkan Sirekap Pilkada agar lebih mantap #pemiludamai #politikdamai #politik #damai #Pemilu 2024 #viral #viralpost #kpu #mk #dpr PBNU Shakira Dingin copa amerika euro bola pagiii sulteng https://t.co/2nD2v6tGrt,1.81339E+18,https://pbs.twimg.com/media/GSp4PjQa4AAegLr.jpg,,in,,0,0,0,https://x.com/Beren009988197/status/1813394010977009915,1.64942E+18,Beren009988197
1.81283E+18,Wed Jul 17 02:03:10 +0000 2024,0,@Hamaspesek Coba liat postingan Gus Ipul. Kalo diplomasi pasti ada yang perintah presiden atau Menlu 5 orang itu bajingan mau jadi agen israel disini. Presiden gak nyuruh pbnu klaim tidak tau. Fix 5 tokoh NU itu penghianat,1.81339E+18,,Hamaspesek,in,,0,0,0,https://x.com/sobandi48/status/1813393978810929285,1.68093E+18,sobandi48
1.81339E+18,Wed Jul 17 02:02:58 +0000 2024,0,Stop Judi Online efeknya bikin depresi hingga jadi gila #berantasjudionline #judionlinebikinmiskin #judionline Judi Online PBNU Shakira Dingin copa amerika euro bola pagiii sulteng https://t.co/1wqbd63twr,1.81339E+18,https://pbs.twimg.com/media/GSp4KqubMAIAVeY.jpg,,in,,0,0,0,https://x.com/Beren009988197/status/1813393927480991989,1.64942E+18,Beren009988197
1.81339E+18,Wed Jul 17 02:02:41 +0000 2024,0,Hari Anak Nasional 2024 di Jayapura anak terlindungi dan Indonesia maju Hari anak nasional #harianaknasional #HAN #anak #jayapura Jayapura papua PBNU Shakira Dingin copa amerika euro bola pagiii sulteng https://t.co/3L5QHwYK6A,1.81339E+18,https://pbs.twimg.com/media/GSp4GjHaQAAdSuQ.jpg,,in,,0,0,0,https://x.com/Beren009988197/status/1813393856710488533,1.64942E+18,Beren009988197
1.81281E+18,Wed Jul 17 01:57:43 +0000 2024,0,@slump_76 @AlAlghazza @Generasi_MudaNU @muhammadiyah @PBNU_164 Tidak perlu tantrum gak jelas cil saya tidak membela Israel fokus saja lu kan ngaku pinter SDM tinggi saya cuma tanya apa cuma muhammadiyah yang ngasih donasi ke Palestina?,1.81339E+18,,slump_76,in,"Islamabad, Pakistan",0,1,0,https://x.com/Arivrahmanovic/status/1813392606560415788,1.50769E+18,Arivrahmanovic
1.81339E+18,Wed Jul 17 01:57:34 +0000 2024,3,Gus Yahya mengaku PBNU memaklumi kemarahan dan kekecewaan masyarakat terhadap sikap para kader NU itu. | #GusYahya #PBNU https://t.co/ufCoTHt3Gi,1.81339E+18,https://pbs.twimg.com/media/GSp2nYPbsAAvmOu.jpg,,in,Jakarta,0,1,0,https://x.com/kompascom/status/1813392571244400966,23343960,kompascom
1.81272E+18,Wed Jul 17 01:57:08 +0000 2024,0,@deni84943306 @Dhen__78 @PBNu Hati manusia siapa yg tau bg. Hati2 dalam berkomentar. ,1.81339E+18,,deni84943306,in,planet mars,0,0,0,https://x.com/Odik_cyber/status/1813392459919216662,1617827376,Odik_cyber
1.81314E+18,Wed Jul 17 01:55:12 +0000 2024,0,@Mdy_Asmara1701 Inilah bos mereka.. tanpa sadar ketua PBNU ini membuat malu diri mereka sendiri. Kami tidak butuh maaf kalian.. seharusnya kalian minta maaf pada rakyat Gaza kalian mengkhianati perjuangan saudara2 kami di Gaza Palestina,1.81339E+18,,Mdy_Asmara1701,in,Indonesia ,0,0,0,https://x.com/MUnsulbar/status/1813391974550184203,7.32074E+17,MUnsulbar
1.81334E+18,Wed Jul 17 01:54:22 +0000 2024,1,@Deslini2 @Banyulangit__1 @Generasi_MudaNU Mereka berangkat memang tidak mewakili institusi NU.. Tapi mereka berangkat atas dasar ideologi mereka... Mereka kader muda NU.. Apakah PBNU tidak tahu ideologi mereka?,1.81339E+18,,Deslini2,in,,0,0,0,https://x.com/CantikSeorang/status/1813391766483325317,1.73631E+18,CantikSeorang
1.81339E+18,Wed Jul 17 01:54:14 +0000 2024,0,Siap dukung TNI POLRI Sapu Judol !! Sinergitas TNI POLRI Berantas Judi Online akan melaksanakan berbagai tindakan untuk memberantas judi online diantaranya memberikan edukasi kepada masyarakat terkait dampak negatif dari judi online agar tidak terjerumus. PBNU Seblak Onad https://t.co/MLfi8HN6ad,1.81339E+18,https://pbs.twimg.com/ext_tw_video_thumb/1813391543665078272/pu/img/V_hkMKTJaPsWePjV.jpg,,in,Bandung,0,0,0,https://x.com/Setengah_Hatie/status/1813391732211699744,1.10369E+18,Setengah_Hatie
1.81339E+18,Wed Jul 17 01:52:35 +0000 2024,0,Ketua Umum PBNU Yahya Cholil Staquf menyatakan telah melakukan klarifikasi terhadap 5 Nahdliyin yang bertemu dengan presiden Israel. Gus Yahya menyebut mereka mengaku didekati secara pribadi oleh non governmental organization (NGO) Israel untuk bertemu dengan berbagai pihak. https://t.co/oEMhrVjVBQ,1.81339E+18,https://pbs.twimg.com/media/GSp1ylraMAAnpqP.jpg,,in,,0,0,0,https://x.com/XinwenMetroTV/status/1813391314882629738,3043246526,XinwenMetroTV
1.81339E+18,Wed Jul 17 01:52:30 +0000 2024,0,Dengan sejarah dia yg seperti ini kok bisa masih jadi ketua umum PBNU?,1.81339E+18,,,in,"Denpasar - Jakarta, Indonesia",0,0,0,https://x.com/deenalovemuse/status/1813391294166888689,14978889,deenalovemuse
1.81309E+18,Wed Jul 17 01:50:44 +0000 2024,0,@KimAnkiim Memang si busuk itu bs jadi ketua gmn caranya? Ya sowan ke Netanyahu lah Alm. KH. Hasyim Muzadi Alm. KH. Sholahuddin Wahid juga pernah warning NU pasca KH. Said Aqil menang jd ketum PBNU. Clear sekali PBNU sudah menjadi tangan Zionis di negara ,1.81339E+18,,KimAnkiim,in,,0,0,0,https://x.com/RussyAnhar/status/1813390848262021609,1829189100,RussyAnhar
